preschool,address,city,state,zip,provider_type,license_number,license_status_in_cdss_2025_export,licensed_capacity,phone,license_first_date,elfa_network_member,preschool_screening_rating,rating_basis,rating_limitations,address_source,cdss_facility_detail_url,cdss_dataset_url,elfa_directory_url,cdss_export_data_date,elfa_directory_access_date,latitude,longitude,geocode_matched_address,geocode_match_method,geocode_source,geocode_data_as_of
FACES SF - FACESSF - Masonic,1101 Masonic Ave,San Francisco,CA,94117,DAY CARE CENTER,384002201,LICENSED,71,(415) 567-2357,6/30/2011,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002201,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.77089,-122.4458705,1101 MASONIC AVE,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Family Connections Centers - Excelsior Family Connections,5016 Mission St,San Francisco,CA,94112,DAY CARE CENTER,384004089,LICENSED,20,(415) 715-6746,12/2/2019,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004089,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7183719,-122.4399316,5016 MISSION ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Family Connections Centers - Portola Family Connections - School (San Bruno Ave.),2565 San Bruno Ave,San Francisco,CA,94134,DAY CARE CENTER,384000274,LICENSED,18,(415) 715-6746,12/3/1998,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384000274,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7294586,-122.4041657,2565 SAN BRUNO AVE,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Felton Institute - Family Developmental Center - Merged with Hilltop FY 2016-17,2730 Bryant St,San Francisco,CA,94110,DAY CARE CENTER,380505568,LICENSED,83,(415) 282-1090,1/12/1990,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F380505568,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7506565,-122.4091648,2730 BRYANT ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Felton Institute - MLK Center,200 Cashmere St,San Francisco,CA,94124,DAY CARE CENTER,384002727,LICENSED,38,(415) 401-1377,7/12/2016,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002727,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7369234,-122.3860025,200 CASHMERE ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Friends of St. Francis Childcare Center - Friends of St. Francis Child Care Center,50 Belcher St,San Francisco,CA,94114,DAY CARE CENTER,380504229,LICENSED,38,(415) 861-1818,8/18/1983,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F380504229,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7685873,-122.4303402,50 BELCHER ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Fun with Mandarin,327 Capitol Ave,San Francisco,CA,94112,DAY CARE CENTER,384004491,LICENSED,66,(415) 682-9509,10/31/2021,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004491,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7135532,-122.4593027,327 CAPITOL AVE,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Glide Childcare & Family Support - Glide Child Care & Family Support,434 Ellis St,San Francisco,CA,94102,DAY CARE CENTER,384000531,LICENSED,42,(415) 674-6250,8/31/1999,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384000531,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.785043,-122.4134552,434 ELLIS ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Good Samaritan Family Resource Center CDC - Folsom,2050 Folsom St.,San Francisco,CA,94110,DAY CARE CENTER,384004598,LICENSED,48,(415) 203-0341,2/8/2023,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004598,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7644491,-122.4154043,2050 FOLSOM ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Good Samaritan Family Resource Center CDC - Potrero Ave,1294 Potrero Ave,San Francisco,CA,94110,DAY CARE CENTER,384000227,LICENSED,36,(415) 401-4245,7/30/1997,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384000227,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7518736,-122.4065693,1294 POTRERO AVE,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Growing Place Family Preschool & Parenting Center,1250 Quintara St,San Francisco,CA,94116,DAY CARE CENTER,384002631,LICENSED,58,(415) 418-6863,8/3/2015,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002631,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7487599,-122.4790994,1250 QUINTARA ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Growing Tree School,1984 Great Highway,San Francisco,CA,94116,DAY CARE CENTER,384002454,LICENSED,73,(415) 682-8889,7/18/2014,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002454,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7494656,-122.5076485,1984 GREAT HWY,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Holy Family Day Home,299 Dolores St,San Francisco,CA,94103,DAY CARE CENTER,380500308,LICENSED,150,415-861-5361 x205,1/4/1975,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F380500308,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7649917,-122.4257975,299 DOLORES ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Just Kids Preschool,5727 Geary Blvd,San Francisco,CA,94121,DAY CARE CENTER,384004285,LICENSED,24,(415) 830-7898,11/13/2020,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004285,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7799552,-122.4809628,5727 GEARY BLVD,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
"Kai Ming, Inc. - Kai Ming Head Start - Broadway Center",820 Battery St,San Francisco,CA,94111,DAY CARE CENTER,384001838,LICENSED,20,(415) 982-4778,8/15/2008,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384001838,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7989225,-122.4009802,820 BATTERY ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
"Kai Ming, Inc. - Kai Ming Head Start - Dr. T. Kong Lee",950 Powell St,San Francisco,CA,94108,DAY CARE CENTER,380505563,LICENSED,20,(415) 982-4782,1/25/1990,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F380505563,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7934346,-122.4093216,950 POWELL ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
"Kai Ming, Inc. - Kai Ming Head Start - Geary Center",6221 Geary Blvd,San Francisco,CA,94121,DAY CARE CENTER,384001291,LICENSED,49,(415) 982-4779,2/2/2004,Yes,A - ELFA quality standards + licensed,Listed in San Francisco DEC's ELFA quality network and shown as LICENSED in the CDSS child care center export dated 2025-05-25.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384001291,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7797218,-122.4861886,6221 GEARY BLVD,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
